"ID","영문식별자(Key)","기술명(한국어)","기술명(영어)","타입(Type)","분류(Category)","위력(Power)","명중률(Accuracy)","기본PP","한국어설명(Description Ko)","영어설명(Description En)"
"116","focus-energy","기충전","focus-energy","normal","status","","","30","깊게 숨을 들이마셔 기합을 넣는다. 자신의 공격이 급소에 맞기 쉬워진다.","Raises the user's chance for a critical hit by 2 stages. Fails if the user already has the effect. Baton Pass can be used to transfer this effect to an ally."
"117","bide","참기","bide","normal","physical","","","10","2턴 동안 공격을 견뎌 입은 데미지를 2배로 만들어 상대에게 돌려준다.","The user spends two turns locked into this move and then, on the second turn after using this move, the user attacks the last Pokemon that hit it, inflicting double the damage in HP it lost to attacks during the two turns. If the last Pokemon that hit it is no longer active, the user attacks a random opposing Pokemon instead. If the user is prevented from moving during this move's use, the effect ends. This move does not check accuracy and does not ignore type immunity."
"118","metronome","손가락흔들기","metronome","normal","status","","","10","손가락을 흔들어 자신의 뇌를 자극해서 모든 기술 중 어느 하나를 날린다.","A random move is selected for use, other than After You, Apple Acid, Armor Cannon, Assist, Astral Barrage, Aura Wheel, Baneful Bunker, Beak Blast, Behemoth Bash, Behemoth Blade, Belch, Bestow, Blazing Torque, Body Press, Branch Poke, Breaking Swipe, Celebrate, Chatter, Chilling Water, Chilly Reception, Clangorous Soul, Collision Course, Combat Torque, Comeuppance, Copycat, Counter, Covet, Crafty Shield, Decorate, Destiny Bond, Detect, Diamond Storm, Doodle, Double Iron Bash, Double Shock, Dragon Ascent, Dragon Energy, Drum Beating, Dynamax Cannon, Electro Drift, Endure, Eternabeam, False Surrender, Feint, Fiery Wrath, Fillet Away, Fleur Cannon, Focus Punch, Follow Me, Freeze Shock, Freezing Glare, Glacial Lance, Grav Apple, Helping Hand, Hold Hands, Hyper Drill, Hyperspace Fury, Hyperspace Hole, Ice Burn, Instruct, Jet Punch, Jungle Healing, King's Shield, Life Dew, Light of Ruin, Magical Torque, Make It Rain, Mat Block, Me First, Meteor Assault, Metronome, Mimic, Mind Blown, Mirror Coat, Mirror Move, Moongeist Beam, Nature Power, Nature's Madness, Noxious Torque, Obstruct, Order Up, Origin Pulse, Overdrive, Photon Geyser, Plasma Fists, Population Bomb, Pounce, Power Shift, Precipice Blades, Protect, Pyro Ball, Quash, Quick Guard, Rage Fist, Rage Powder, Raging Bull, Raging Fury, Relic Song, Revival Blessing, Ruination, Salt Cure, Secret Sword, Shed Tail, Shell Trap, Silk Trap, Sketch, Sleep Talk, Snap Trap, Snarl, Snatch, Snore, Snowscape, Spectral Thief, Spicy Extract, Spiky Shield, Spirit Break, Spotlight, Springtide Storm, Steam Eruption, Steel Beam, Strange Steam, Struggle, Sunsteel Strike, Surging Strikes, Switcheroo, Techno Blast, Tera Starstorm, Thief, Thousand Arrows, Thousand Waves, Thunder Cage, Thunderous Kick, Tidy Up, Trailblaze, Transform, Trick, Twin Beam, V-create, Wicked Blow, Wicked Torque, or Wide Guard."
"119","mirror-move","따라하기","mirror-move","flying","status","","","20","상대가 사용한 기술을 흉내 내어 자신도 똑같은 기술을 쓴다.","The user uses the last move used by the target. The copied move is used against that target, if possible. Fails if the target has not made a move, or if the last move used cannot be copied by this move."
"120","self-destruct","자폭","self-destruct","normal","physical","200","100","5","폭발을 일으켜서 자신의 주위에 있는 포켓몬을 공격한다. 쓰고 나서 기절하게 된다.","The user faints after using this move, even if this move fails for having no target. This move is prevented from executing if any active Pokemon has the Damp Ability."
"121","egg-bomb","알폭탄","egg-bomb","normal","physical","100","75","10","큰 알을 온 힘을 다해 상대에게 내던져서 공격한다.","No additional effect."
"122","lick","핥기","lick","ghost","physical","30","100","30","긴 혀로 상대를 핥아서 공격한다. 마비 상태로 만들 때가 있다.","Has a 30% chance to paralyze the target."
"123","smog","스모그","smog","poison","special","30","70","20","더러운 가스를 상대에게 내뿜어 공격한다. 독 상태로 만들 때가 있다.","Has a 40% chance to poison the target."
"124","sludge","오물공격","sludge","poison","special","65","100","20","더러운 오물을 상대에게 내던져서 공격한다. 독 상태로 만들 때가 있다.","Has a 30% chance to poison the target."
"125","bone-club","뼈다귀치기","bone-club","ground","physical","65","85","20","손에 들고 있는 뼈로 상대를 세게 때려서 공격한다. 상대를 풀죽게 만들 때가 있다.","Has a 10% chance to make the target flinch."
"126","fire-blast","불대문자","fire-blast","fire","special","110","85","5","큰 대자의 불꽃으로 상대를 불태운다. 화상 상태로 만들 때가 있다.","Has a 10% chance to burn the target."
"127","waterfall","폭포오르기","waterfall","water","physical","80","100","15","굉장한 기세로 상대에게 돌진한다. 상대를 풀죽게 만들 때가 있다. 폭포도 거슬러 올라갈 수 있다.","Has a 20% chance to make the target flinch."
"128","clamp","껍질끼우기","clamp","water","physical","35","85","15","매우 튼튼하고 두꺼운 껍질에 4-5턴 동안 상대를 끼워서 공격한다.","Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move."
"129","swift","스피드스타","swift","normal","special","60","","20","별 모양의 빛을 발사해서 상대를 공격한다. 공격은 반드시 명중한다.","This move does not check accuracy."
"130","skull-bash","로켓박치기","skull-bash","normal","physical","130","100","10","1턴째에 머리를 움츠려 방어를 올린다. 2턴째에 상대를 공격한다.","This attack charges on the first turn and executes on the second. Raises the user's Defense by 1 stage on the first turn. If the user is holding a Power Herb, the move completes in one turn."
"131","spike-cannon","가시대포","spike-cannon","normal","physical","20","100","15","날카로운 침을 상대에게 발사해서 공격한다. 2-5회 동안 연속으로 쓴다.","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times."
"132","constrict","휘감기","constrict","normal","physical","10","100","35","촉수나 덩굴 등을 휘감아서 공격한다. 상대의 스피드를 떨어뜨릴 때가 있다.","Has a 10% chance to lower the target's Speed by 1 stage."
"133","amnesia","망각술","amnesia","psychic","status","","","20","머리를 비워서 순간적으로 무언가를 잊어버림으로써 자신의 특수방어를 크게 올린다.","Raises the user's Special Defense by 2 stages."
"134","kinesis","숟가락휘기","kinesis","psychic","status","","80","15","숟가락을 휘어서 주의를 끌어 상대의 명중률을 낮춘다.","Lowers the target's accuracy by 1 stage."
"135","soft-boiled","알낳기","soft-boiled","normal","status","","","5","자신의 최대 HP 절반을 회복한다. 동료에게 HP를 나누어 줄 수도 있다.","The user restores 1/2 of its maximum HP, rounded half up."
"136","high-jump-kick","무릎차기","high-jump-kick","fighting","physical","130","90","10","점프해서 무릎차기로 상대를 공격한다. 빗나가면 자신이 데미지를 입는다.","If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage."
"137","glare","뱀눈초리","glare","normal","status","","100","30","배의 무늬로 겁을 주어 상대를 마비 상태로 만든다.","Paralyzes the target."
"138","dream-eater","꿈먹기","dream-eater","psychic","special","100","100","15","잠자고 있는 상대의 꿈을 먹어 공격한다. 데미지의 절반을 HP로 회복한다.","The target is unaffected by this move unless it is asleep. The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down."
"139","poison-gas","독가스","poison-gas","poison","status","","90","40","독가스를 상대의 얼굴에 내뿜어 독 상태로 만든다.","Poisons the target."
"140","barrage","구슬던지기","barrage","normal","physical","15","85","20","둥근 것을 상대에게 내던져서 공격한다. 2-5회 동안 연속으로 쓴다.","Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times."
